ID,Kanji,Old_Kanji,Radical,Year of Inclusion,Strokes,Grade,JLPT-test,Name of Radical,English Meaning,Tamil Meaning,Reading within Joyo,Reading beyond Joyo,Kanji Classification,On within Joyo,Kun within Joyo,Stroke Order Image
1959,訳,譯,言,1981,11,6,1,"Gon, Gonben",translate,மொழிபெயர்,ヤク、わけ,,形声 Phonetic,yaku,wake,訳.gif
1976,郵,,邑,1981,11,6,2,Oozato,mail,அஞ்சல்,ユウ,,会意 Com. Ideographic,yuu,-,郵.gif
1985,優,,人,1981,17,6,3,"Hito, Ninben, Hitoyane",superior,மேலான,ユウ、やさ-しい、すぐ-れる,ウ,形声 Phonetic,yuu,"yasa(shii), sugu(reru)",優.gif
1991,幼,,幺,1981,5,6,2,Itogashira,infancy,குழந்தைப் பருவம்,ヨウ、おさな-い,,象形 Pictographic,yoo,osana(i),幼.gif
2016,欲,,欠,1981,11,6,3,Akubi,longing,ஏக்கம்,ヨク、ほっ-する、ほ-しい,,形声 Phonetic,yoku,"hos(suru), ho(shii)",欲.gif
2017,翌,,羽,1981,11,6,2,Hane,the following,அடுத்தது,ヨク,,形声 Phonetic,yoku,-,翌.gif
2029,乱,亂,乙,1981,7,6,2,"Otsu, Otsunyoo",riot,கலகம்,ラン、みだ-れる、みだ-す,,会意 Com. Ideographic,ran,"mida(reru), mida(su)",乱.gif
2030,卵,,卩,1981,7,6,2,"Fushizukuri, Warifu",egg,முட்டை,ラン、たまご,,象形 Pictographic,ran,tamago,卵.gif
2031,覧,覽,見,1981,17,6,1,Miru,perusal,கவனித்துப் படித்தல்,ラン,,会意 Com. Ideographic,ran,-,覧.gif
2040,裏,,衣,1981,13,6,2,"Koromo, Koromohen",back,முதுகு,リ、うら,,形声 Phonetic,ri,ura,裏.gif
2046,律,,彳,1981,9,6,2,Gyooninben,law,சட்டம்,リツ、[リチ],,形声 Phonetic,"ritsu, [richi]",-,律.gif
2081,臨,,臣,1981,18,6,1,Shin,look to,நோக்கி பார்,リン、のぞ-む,,会意 Com. Ideographic,rin,nozo(mu),臨.gif
2119,朗,朗 [4],月,1981,10,6,1,"Tsuki, Tsukihen",melodious,இனிமையான ஒலி கொண்ட,ロウ、ほが-らか,,形声 Phonetic,roo,hoga(raka),朗.gif
2128,論,,言,1981,15,6,3,"Gon, Gonben",theory,கோட்பாடு,ロン,,形声 Phonetic,ron,-,論.gif
1,亜,亞,二,1981,7,7,1,Ni,"sub-, Asia","உப-, ஆசியா",ア,,象形 Pictographic,a,-,亜.gif
2,哀,,口,1981,9,7,1,"Kuchi, Kuchihen",pathetic,கருணை இல்லாத,アイ、あわ-れ、あわ-れむ,かな,会意 Com. Ideographic,ai,"awa(re), awa(remu)",哀.gif
3,挨,,手,2010,10,7,0,Tehen,push open,தள்ளித் திற,アイ,,形声 Phonetic,ai,-,挨.gif
5,曖,,日,2010,17,7,0,"Nichi, Nichihen",not clear,தெளிவில்லை,アイ,,形声 Phonetic,ai,-,曖.gif
7,握,,手,1981,12,7,1,Tehen,grip,பிடி,アク、にぎ-る,,形声 Phonetic,aku,nigi(ru),握.gif
9,扱,,手,1981,6,7,1,Tehen,handle,கையாளு,あつか-う,,形声 Phonetic,-,atsuka(u),扱.gif
10,宛,,宀,2010,8,7,0,Ukanmuri,allocate,ஒதுக்கு,あ-てる,エン,会意 Com. Ideographic,-,a(teru),宛.gif
11,嵐,,山,2010,12,7,1,"Yama, Yamahen",storm,புயல்,あらし,ラン,会意 Com. Ideographic,-,arashi,嵐.gif
20,依,,人,1981,8,7,2,"Hito, Ninben, Hitoyane",reliant,சார்ந்திருக்கும்,イ、[エ],よ,会意 Com. Ideographic,"i, [e ]",-,依.gif
22,威,,女,1981,9,7,1,"Onna, Onnahen",intimidate,அச்சுறுத்து,イ,おど、たけ,会意 Com. Ideographic,i,-,威.gif
23,為,爲,爪,1981,9,7,1,"Hi, Hihen, Renga",do,செய்,イ,ため、な,会意 Com. Ideographic,i,-,為.gif
24,畏,,田,2010,9,7,0,"Ta, Tahen",fear,பயம்,イ、おそ-れる,かしこ,象形 Pictographic,i,oso(reru),畏.gif
26,尉,,寸,1981,11,7,1,Sun,military officer,இராணுவ அதிகாரி,イ,じょう,会意 Com. Ideographic,i,-,尉.gif
29,萎,,艸,2010,11,7,0,Kusakanmuri,wither,வாடி,イ、な-える,しぼ、しお,形声 Phonetic,i,na(eru),萎.gif
30,偉,,人,1981,12,7,3,"Hito, Ninben, Hitoyane",admirable,புகழ்தக்க,イ、えら-い,,形声 Phonetic,i,era(i),偉.gif
31,椅,,木,2010,12,7,0,"Ki, Kihen",chair,நாற்காலி,イ,,形声 Phonetic,i,-,椅.gif
32,彙,,彐,2010,13,7,0,Keigashira,same kind,ஒரே வகை,イ,,象形 Pictographic,i,-,彙.gif
34,違,,辵,1981,13,7,3,Shinnyoo,differ,வேறுபடு,イ、ちが-う、ちが-える,たが,形声 Phonetic,i,"chiga(u), chiga(eru)",違.gif
35,維,,糸,1981,14,7,1,"Ito, Itohen",fiber,நார்,イ,,形声 Phonetic,i,-,維.gif
36,慰,,心,1981,15,7,1,"Kokoro, Risshinben, Shitagokoro",consolation,ஆறுதல்,イ、なぐさ-める、なぐさ-む,,形声 Phonetic,i,"nagusa(meru), nagusa(mu)",慰.gif
38,緯,,糸,1981,16,7,1,"Ito, Itohen",horizontal,கிடைமட்ட,イ,よこいと,形声 Phonetic,i,-,緯.gif
42,壱,壹,士,1981,7,7,1,Samurai,one (falsification prevention),ஒன்று (பொய்ச் சான்று தடுப்பு),イチ,,象形 Pictographic,ichi,-,壱.gif
43,逸,逸 [4],辵,1981,11,7,1,Shinnyoo,deviate,விலகு,イツ,イチ,会意 Com. Ideographic,itsu,-,逸.gif
44,茨,,艸,2010,9,7,0,Kusakanmuri,thorn,முள்,[いばら],,形声 Phonetic,-,[ibara],茨.gif
45,芋,,艸,1981,6,7,1,Kusakanmuri,potato,உருளைக்கிழங்கு,いも,,形声 Phonetic,-,imo,芋.gif
49,咽,,口,2010,9,7,0,"Kuchi, Kuchihen",throat,தொண்டை,イン,のど、むせ,形声 Phonetic,in,-,咽.gif
50,姻,,女,1981,9,7,1,"Onna, Onnahen",matrimony,திருமணம்,イン,,形声 Phonetic,in,-,姻.gif
53,淫,,水,2010,11,7,0,"Mizu, Sanzui, Shitamizu",lewdness,அசிங்கம்,イン、みだ-ら,,形声 Phonetic,in,mida(ra),淫.gif
54,陰,,阜,1981,11,7,1,Kozatohen,shade,நிழல்,イン、かげ、かげ-る,,形声 Phonetic,in,"kage, kage(ru)",陰.gif
56,隠,隱,阜,1981,14,7,1,Kozatohen,conceal,மறை,イン、かく-す、かく-れる,オン,形声 Phonetic,in,"kaku(su), kaku(reru)",隠.gif
57,韻,,音,1981,19,7,1,Oto,rhyme,யாப்பு,イン,,形声 Phonetic,in,-,韻.gif
62,唄,,口,2010,10,7,1,"Kuchi, Kuchihen",songs with samisen,சாமிசென் பாடல்கள்,[うた],バイ,形声 Phonetic,-,[uta],唄.gif
63,鬱,,鬯,2010,29,7,0,"Cho, Nioizake",depression,மனச்சோர்வு,ウツ,ふさ,会意 Com. Ideographic,utsu,-,鬱.gif
64,畝,,田,1981,10,7,1,"Ta, Tahen",furrow,வளைவு,うね,ポ、せ,形声 Phonetic,-,une,畝.gif
65,浦,,水,1981,10,7,1,"Mizu, Sanzui, Shitamizu",bay,உள்வாய்,うら,ホ、ポ,形声 Phonetic,-,ura,浦.gif
74,詠,,言,1981,12,7,1,"Gon, Gonben",recitation,உச்சரிப்பு,エイ、よ-む,うた,形声 Phonetic,ei,yo(mu),詠.gif
75,影,,彡,1981,15,7,1,Sanzukuri,shadow,நிழல்,エイ、かげ,ヨウ,会意 Com. Ideographic,ei,kage,影.gif
76,鋭,,金,1981,15,7,2,"Kane, Kanehen",pointed,முனை கூரிய,エイ、するど-い,,形声 Phonetic,ei,surudo(i),鋭.gif
79,疫,,疒,1981,9,7,1,Yamaidare,epidemic,மருத்தொற்று,エキ、[ヤク],,形声 Phonetic,"eki, [yaku]",-,疫.gif
83,悦,,心,1981,10,7,1,"Kokoro, Risshinben, Shitagokoro",ecstasy,மயக்கம்,エツ,よろこ,形声 Phonetic,etsu,-,悦.gif
84,越,,走,1981,12,7,3,"Hashiru, Soonyoo",cross over,கடந்து செல்,エツ、こ-す、こ-える,オチ、エチ、オッ,形声 Phonetic,etsu,"ko(su), ko(eru)",越.gif
85,謁,謁 [4],言,1981,15,7,1,"Gon, Gonben",audience,பார்வையாளர் கூட்டம்,エツ,,形声 Phonetic,etsu,-,謁.gif
86,閲,,門,1981,15,7,1,Mongamae,review,மறுபரிசீலனை,エツ,,形声 Phonetic,etsu,-,閲.gif
90,炎,,火,1981,8,7,1,"Hi, Hihen, Renga",inflammation,அழற்சி,エン、ほのお,,会意 Com. Ideographic,en,honoo,炎.gif
91,怨,,心,2010,9,7,0,"Kokoro, Risshinben, Shitagokoro",grudge,வெறுப்பு,エン、オン,うら,形声 Phonetic,"en, on",-,怨.gif
92,宴,,宀,1981,10,7,1,Ukanmuri,banquet,விருந்து,エン,うたげ,会意 Com. Ideographic,en,-,宴.gif
93,媛,,女,2010,12,7,1,"Onna, Onnahen","princess, beautiful woman","இளவரசி, அழகிய பெண்",エン,ひめ,形声 Phonetic,en,-,媛.gif
94,援,,手,1981,12,7,1,Tehen,aid,உதவி,エン,,形声 Phonetic,en,-,援.gif
96,煙,,火,1981,13,7,3,"Hi, Hihen, Renga",smoke,புகை,エン、けむ-る、けむり、けむ-い,,形声 Phonetic,en,"kemu(ru), kemuri, kemu(i)",煙.gif
97,猿,,犬,1981,13,7,1,"Inu, Kemonohen",monkey,குரங்கு,エン、さる,,形声 Phonetic,en,saru,猿.gif
99,鉛,,金,1981,13,7,1,"Kane, Kanehen",lead,வழி நடத்து,エン、なまり,,形声 Phonetic,en,namari,鉛.gif
102,縁,緣,糸,1981,15,7,1,"Ito, Itohen",affinity,இணக்கம்,エン、ふち,えにし、へり、よ,形声 Phonetic,en,fuchi,縁.gif
103,艶,艷,色,2010,19,7,1,Iro,glossy,பளபளப்பான,エン、つや,,会意 Com. Ideographic,en,tsuya,艶.gif
104,汚,,水,1981,6,7,2,"Mizu, Sanzui, Shitamizu",dirty,அழுக்கு,オ、けが-す、けが-れる、けが-らわしい、よご-す、よご-れる、きたな-い,,形声 Phonetic,o,"kega(su), kega(reru), kega(rawashii), yogo(su), yogo(reru), kitana(i)",汚.gif
106,凹,,凵,1981,5,7,1,Ukebako,concave,உள் வளைவு,オウ,,象形 Pictographic,oo,-,凹.gif
110,押,,手,1981,8,7,3,Tehen,pushed,தள்ளப்பட்டது,オウ、お-す、お-さえる,,形声 Phonetic,oo,"o(su), o(saeru)",押.gif
111,旺,,日,2010,8,7,1,"Nichi, Nichihen",flourishing,செழிப்பான,オウ,,形声 Phonetic,oo,-,旺.gif
112,欧,歐,欠,1981,8,7,2,Akubi,Europe,யூரோப்,オウ,,会意 Com. Ideographic,oo,-,欧.gif
113,殴,毆,殳,1981,8,7,1,Rumata,assault,தாக்குதல்,オウ、なぐ-る,,会意 Com. Ideographic,oo,nagu(ru),殴.gif
115,翁,,羽,1981,10,7,1,Hane,venerable old man,மதிக்கத்தக்க முதியவர்,オウ,おきな,形声 Phonetic,oo,-,翁.gif
116,奥,奧,大,1981,12,7,2,Dai,heart,இதயம்,オウ、おく,,会意 Com. Ideographic,oo,oku,奥.gif
118,岡,,山,2010,8,7,1,"Yama, Yamahen",hill,மேடு,[おか],コウ,会意 Com. Ideographic,-,[oka],岡.gif
121,憶,,心,1981,16,7,1,"Kokoro, Risshinben, Shitagokoro",recollection,நினைவு,オク,おぼ,形声 Phonetic,oku,-,憶.gif
122,臆,,肉,2010,17,7,0,"Niku, Nikuzuki",timidity,முன் பயம்,オク,,形声 Phonetic,oku,-,臆.gif
123,虞,,虍,1981,13,7,1,Toragashira,uneasiness,அமைதி இல்லாமை,おそれ,グ,形声 Phonetic,-,osore,虞.gif
124,乙,,乙,1981,1,7,1,"Otsu, Otsunyoo",the latter,பிந்தையது,オツ,,象形 Pictographic,otsu,-,乙.gif
125,俺,,人,2010,10,7,0,"Hito, Ninben, Hitoyane","I, we, myself","நான், நாம், எனது நானே",おれ,,形声 Phonetic,-,ore,俺.gif
126,卸,,卩,1981,9,7,1,"Fushizukuri, Warifu",wholesale,மொத்த விற்பனை,おろ-す、おろし,,会意 Com. Ideographic,-,"oro(su), oroshi",卸.gif
130,穏,穩,禾,1981,16,7,1,"Nogi, Nogihen",calm,அமைதி,オン、おだ-やか,,形声 Phonetic,on,oda(yaka),穏.gif
139,佳,,人,1981,8,7,1,"Hito, Ninben, Hitoyane",excellent,மிகச் சிறப்பு,カ,ケ、よ,形声 Phonetic,ka,-,佳.gif
143,苛,,艸,2010,8,7,0,Kusakanmuri,torment,வேதனை,カ,,形声 Phonetic,ka,-,苛.gif
145,架,,木,1981,9,7,1,"Ki, Kihen",rack,கம்பி தாங்கி,カ、か-ける、か-かる,,形声 Phonetic,ka,"ka(keru), ka(karu)",架.gif
149,華,,艸,1981,10,7,1,Kusakanmuri,splendor,மிகுந்த ஒளி,カ、[ケ]、はな,,象形 Pictographic,"ka, [ke]",hana,華.gif
150,菓,,艸,1981,11,7,2,Kusakanmuri,confectionery,இனிப்பு வகை,カ,,形声 Phonetic,ka,-,菓.gif
152,渦,,水,1981,12,7,1,"Mizu, Sanzui, Shitamizu",whirlpool,சுழல் நீரோடை,カ、うず,,形声 Phonetic,ka,uzu,渦.gif
154,嫁,,女,1981,13,7,1,"Onna, Onnahen",marry into,திருமணம் செய்து கொள்ளுதல்,カ、よめ、とつ-ぐ,,形声 Phonetic,ka,"yome, totsu(gu)",嫁.gif
155,暇,,日,1981,13,7,1,"Nichi, Nichihen",spare time,ஓய்வு நேரம்,カ、ひま,いとま,形声 Phonetic,ka,hima,暇.gif
156,禍,禍 [4],示,1981,13,7,1,"Shimesu, Shimesuhen",calamity,பேரிடர்,カ,ワ,形声 Phonetic,ka,-,禍.gif
157,靴,,革,1981,13,7,3,"Kakunokawa, Kawahen",shoes,காலணிகள்,カ、くつ,,形声 Phonetic,ka,kutsu,靴.gif
158,寡,,宀,1981,14,7,1,Ukanmuri,widow,விதவை,カ,やもめ,会意 Com. Ideographic,ka,-,寡.gif
160,箇,,竹,1981,14,7,1,"Take, Takekanmuri",counters for things,பொருட்களுக்கான எண்ணிக்கைகள்,カ,,形声 Phonetic,ka,-,箇.gif
161,稼,,禾,1981,15,7,1,"Nogi, Nogihen",earnings,வருமானம்,カ、かせ-ぐ,,形声 Phonetic,ka,kase(gu),稼.gif
163,蚊,,虫,1981,10,7,1,"Mushi, Mushihen",mosquito,கொசு,か,,形声 Phonetic,-,ka,蚊.gif
164,牙,,牙,2010,4,7,0,"Kiba, Kibahen",tusk,யானைத் தந்தம்,ガ、[ゲ]、きば,,象形 Pictographic,"ga, [ge]",kiba,牙.gif
165,瓦,,瓦,2010,5,7,0,Kawara,tile,ஓடு,ガ、かわら,,象形 Pictographic,ga,kawara,瓦.gif
170,雅,,隹,1981,13,7,1,Furutori,gracious,அருள்மிகு,ガ,みやび,形声 Phonetic,ga,-,雅.gif
171,餓,,食,1981,15,7,1,"Shoku, Shokuhen",starve,பட்டினி,ガ,う,形声 Phonetic,ga,-,餓.gif
172,介,,人,1981,4,7,2,"Hito, Ninben, Hitoyane",jammed in,நெருக்கமாக அடைபட்டது,カイ,ケ、すけ,象形 Pictographic,kai,-,介.gif
177,戒,,戈,1981,7,7,1,"Hokogamae, Hokozukuri",commandment,கட்டளை,カイ、いまし-める,,会意 Com. Ideographic,kai,imashi(meru),戒.gif
179,怪,,心,1981,8,7,1,"Kokoro, Risshinben, Shitagokoro",suspicious,சந்தேகத்திற்கிடமான,カイ、あや-しい、あや-しむ,ケ,形声 Phonetic,kai,"aya(shii), aya(shimu)",怪.gif
180,拐,,手,1981,8,7,1,Tehen,kidnap,கடத்தி செல்,カイ,かどわか,形声 Phonetic,kai,-,拐.gif
181,悔,悔 [4],心,1981,9,7,1,"Kokoro, Risshinben, Shitagokoro",repent,மனவலி கொள்,カイ、く-いる、く-やむ、くや-しい,ゲ,形声 Phonetic,kai,"ku(iru), ku(yamu), kuya(shii)",悔.gif
184,皆,,白,1981,9,7,3,Shiro,all,அனைத்தும்,カイ、みな,みんな,会意 Com. Ideographic,kai,mina,皆.gif
189,塊,,土,1981,13,7,1,"Tsuchi, Tsuchihen",clod,மண் கட்டி,カイ、かたまり,,形声 Phonetic,kai,katamari,塊.gif
190,楷,,木,2010,13,7,0,"Ki, Kihen",square character style,சதுர எழுத்து முறை,カイ,,形声 Phonetic,kai,-,楷.gif
192,潰,,水,2010,15,7,0,"Mizu, Sanzui, Shitamizu",crush,நொறு,カイ、つぶ-す、つぶ-れる,つい,形声 Phonetic,kai,"tsubu(su), tsubu(reru)",潰.gif
193,壊,壞,土,1981,16,7,1,"Tsuchi, Tsuchihen",demolition,இடிப்பு,カイ、こわ-す、こわ-れる,エ,形声 Phonetic,kai,"kowa(su), kowa(reru)",壊.gif
194,懐,懷,心,1981,16,7,1,"Kokoro, Risshinben, Shitagokoro",pocket,பாக்கெட்,カイ、ふところ、なつ-かしい、なつ-かしむ、なつ-く、なつ-ける,いだ,形声 Phonetic,kai,"futokoro, natsu(kashii), natsu(kashimu), natsu(ku), natsu(keru)",懐.gif
195,諧,,言,2010,16,7,0,"Gon, Gonben",harmony,இணக்கம்,カイ,,形声 Phonetic,kai,-,諧.gif
198,劾,,力,1981,8,7,1,Chikara,censure,கண்டனம்,ガイ,,形声 Phonetic,gai,-,劾.gif
200,崖,,山,2010,11,7,0,"Yama, Yamahen",cliff,பாறைச் சரிவு,ガイ、がけ,,形声 Phonetic,gai,gake,崖.gif
201,涯,,水,1981,11,7,1,"Mizu, Sanzui, Shitamizu",horizon,தொடுவானம்,ガイ,,形声 Phonetic,gai,-,涯.gif
203,慨,慨 [4],心,1981,13,7,1,"Kokoro, Risshinben, Shitagokoro",rue,வருந்து,ガイ,,形声 Phonetic,gai,-,慨.gif
204,蓋,,艸,2010,13,7,0,Kusakanmuri,cover,மூடு,ガイ、ふた,かさ,形声 Phonetic,gai,futa,蓋.gif
205,該,,言,1981,13,7,1,"Gon, Gonben",above-stated,மேலே கூறிய,ガイ,,形声 Phonetic,gai,-,該.gif
206,概,槪,木,1981,14,7,1,"Ki, Kihen",outline,வரைவு,ガイ,おおむ,形声 Phonetic,gai,-,概.gif
207,骸,,骨,2010,16,7,0,"Hone, Honehen",dead remains,மரித்த உடல்,ガイ,むくろ,形声 Phonetic,gai,-,骸.gif
208,垣,,土,1981,9,7,1,"Tsuchi, Tsuchihen",hedge,வேலி,かき,,形声 Phonetic,-,kaki,垣.gif
209,柿,,木,2010,9,7,0,"Ki, Kihen",persimmon,பேரிச்சை,かき,シ,形声 Phonetic,-,kaki,柿.gif
215,核,,木,1981,10,7,1,"Ki, Kihen",nucleus,மையம்,カク,,形声 Phonetic,kaku,-,核.gif
216,殻,殼,殳,1981,11,7,1,Rumata,husk,உலர் வெளித்தோல்,カク、から,,会意 Com. Ideographic,kaku,kara,殻.gif
217,郭,,邑,1981,11,7,1,Oozato,enclosure,புறவளையம்,カク,くるわ,形声 Phonetic,kaku,-,郭.gif
219,較,,車,1981,13,7,2,"Kuruma, Kurumahen",contrast,எதிர்வை,カク,コウ、くら,形声 Phonetic,kaku,-,較.gif
220,隔,,阜,1981,13,7,1,Kozatohen,isolate,தனிமைப்படுத்து,カク、へだ-てる、へだ-たる,,形声 Phonetic,kaku,"heda(teru), heda(taru)",隔.gif
223,獲,,犬,1981,16,7,1,"Inu, Kemonohen",seize,பிடி,カク、え-る,,形声 Phonetic,kaku,e(ru),獲.gif
224,嚇,,口,1981,17,7,1,"Kuchi, Kuchihen",menacing,அச்சுறுத்தும்,カク,,形声 Phonetic,kaku,-,嚇.gif
225,穫,,禾,1981,18,7,1,"Nogi, Nogihen",harvest,அறுவடை,カク,か,形声 Phonetic,kaku,-,穫.gif
227,岳,嶽,山,1981,8,7,1,"Yama, Yamahen",point,முனை,ガク、たけ,,象形 Pictographic,gaku,take,岳.gif
230,顎,,頁,2010,18,7,0,Oogai,jaw,தாடை,ガク、あご,,形声 Phonetic,gaku,ago,顎.gif
231,掛,,手,1981,11,7,1,Tehen,hang,தொங்கு,か-ける、か-かる、かかり,,形声 Phonetic,-,"ka(keru), ka(karu), kakari",掛.gif
232,潟,,水,1981,15,7,1,"Mizu, Sanzui, Shitamizu",lagoon,உவர்நீர் ஏரி,かた,,形声 Phonetic,-,kata,潟.gif
233,括,,手,1981,9,7,1,Tehen,fasten,பிணை,カツ,くく,形声 Phonetic,katsu,-,括.gif
235,喝,喝 [4],口,1981,11,7,1,"Kuchi, Kuchihen",hoarse,குரல் கரகரப்பு,カツ,,形声 Phonetic,katsu,-,喝.gif
236,渇,渴,水,1981,11,7,1,"Mizu, Sanzui, Shitamizu",thirst,தாகம்,カツ、かわ-く,,形声 Phonetic,katsu,kawa(ku),渇.gif
238,葛,,艸,2010,12,7,0,Kusakanmuri,arrowroot,கொடிவேர்,カツ、くず,つづら、かずら,形声 Phonetic,katsu,kuzu,葛.gif
239,滑,,水,1981,13,7,1,"Mizu, Sanzui, Shitamizu",slippery,வழுக்கு,カツ、コツ、すべ-る、なめ-らか,,形声 Phonetic,"katsu, kotsu","sube(ru), name(raka)",滑.gif
240,褐,褐 [4],衣,1981,13,7,1,"Koromo, Koromohen",brown,பழுப்பு,カツ,,形声 Phonetic,katsu,-,褐.gif
241,轄,,車,1981,17,7,1,"Kuruma, Kurumahen",control,கட்டுப்படுத்து,カツ,,形声 Phonetic,katsu,-,轄.gif
242,且,,一,1981,5,7,1,Ichi,moreover,மேலும்,か-つ,,象形 Pictographic,-,ka(tsu),且.gif
244,釜,,金,2010,10,7,0,"Kane, Kanehen",kettle,பானை,かま,プ,形声 Phonetic,‐,kama,釜.gif
245,鎌,,金,2010,18,7,1,"Kane, Kanehen",sickle,அரிவாள்,かま,,形声 Phonetic,‐,kama,鎌.gif
246,刈,,刀,1981,4,7,1,"Katana, Rittoo",reap,அறுவடை செய்,か-る,,象形 Pictographic,-,ka(ru),刈.gif
249,甘,,甘,1981,5,7,2,Amai,sweet,இனிப்பு,カン、あま-い、あま-える、あま-やかす,うま,象形 Pictographic,kan,"ama(i), ama(eru), ama(yakasu)",甘.gif
250,汗,,水,1981,6,7,2,"Mizu, Sanzui, Shitamizu",sweat,வியர்வை,カン、あせ,,形声 Phonetic,kan,ase,汗.gif
251,缶,罐,缶,1981,6,7,1,Hotogi,tin can,மெட்டல் டின்,カン,,形声 Phonetic,kan,-,缶.gif
253,肝,,肉,1981,7,7,1,"Niku, Nikuzuki",liver,ஈரல்,カン、きも,,形声 Phonetic,kan,kimo,肝.gif
255,冠,,冖,1981,9,7,1,Wakanmuri,crown,முடி,カン、かんむり,,会意 Com. Ideographic,kan,kanmuri,冠.gif
258,陥,陷,阜,1981,10,7,1,Kozatohen,collapse,இடிந்து விழு,カン、おちい-る、おとしい-れる,,形声 Phonetic,kan,"ochii(ru), otoshii(reru)",陥.gif
259,乾,,乙,1981,11,7,2,"Otsu, Otsunyoo",dry,உலர்,カン、かわ-く、かわ-かす,いぬい、ほ、ぼ,会意 Com. Ideographic,kan,"kawa(ku), kawa(kasu)",乾.gif
260,勘,,力,1981,11,7,1,Chikara,intuition,உள்ளுணர்வு,カン,,会意 Com. Ideographic,kan,-,勘.gif
261,患,,心,1981,11,7,1,"Kokoro, Risshinben, Shitagokoro",afflicted,துன்புற்ற,カン、わずら-う,,形声 Phonetic,kan,wazura(u),患.gif
262,貫,,貝,1981,11,7,1,"Kai, Kaihen",pierce,துளை செய்,カン、つらぬ-く,,会意 Com. Ideographic,kan,tsuranu(ku),貫.gif
264,喚,,口,1981,12,7,1,"Kuchi, Kuchihen",yell,சத்தமாக கத்த,カン,よ,形声 Phonetic,kan,-,喚.gif
265,堪,,土,1981,12,7,1,"Tsuchi, Tsuchihen",withstand,எதிர்கொள்,カン、た-える,,形声 Phonetic,kan,ta(eru),堪.gif
266,換,,手,1981,12,7,2,Tehen,interchange,பரிமாற்றம்,カン、か-える、か-わる,,形声 Phonetic,kan,"ka(eru), ka(waru)",換.gif
267,敢,,攴,1981,12,7,1,Nobun,daring,துணிச்சல்,カン,あ,象形 Pictographic,kan,-,敢.gif
268,棺,,木,1981,12,7,1,"Ki, Kihen",coffin,சவப்பெட்டி,カン,ひつぎ,形声 Phonetic,kan,-,棺.gif
269,款,,欠,1981,12,7,1,Akubi,goodwill,நல்லெண்ணம்,カン,,会意 Com. Ideographic,kan,-,款.gif
271,閑,,門,1981,12,7,1,Mongamae,leisure,ஓய்வு,カン,ひま、な,会意 Com. Ideographic,kan,-,閑.gif
272,勧,勸,力,1981,13,7,1,Chikara,persuade,சம்மதிக்கச் செய்,カン、すす-める,,形声 Phonetic,kan,susu(meru),勧.gif
273,寛,寬,宀,1981,13,7,1,Ukanmuri,tolerant,சகிப்பு,カン,ひろ,会意 Com. Ideographic,kan,-,寛.gif
280,歓,歡,欠,1981,15,7,1,Akubi,delight,மகிழ்ச்சி,カン,よろこ,形声 Phonetic,kan,-,歓.gif
281,監,,皿,1981,15,7,1,Sara,oversee,மேற்பார்வை செய்,カン,ケン、ゲン,会意 Com. Ideographic,kan,-,監.gif
282,緩,,糸,1981,15,7,1,"Ito, Itohen",slacken,தளர்த்து,カン、ゆる-い、ゆる-やか、ゆる-む、ゆる-める,,形声 Phonetic,kan,"yuru(i), yuru(yaka), yuru(mu), yuru(meru)",緩.gif
283,憾,,心,1981,16,7,1,"Kokoro, Risshinben, Shitagokoro",remorse,வருத்தம்,カン,,形声 Phonetic,kan,-,憾.gif
284,還,,辵,1981,16,7,1,Shinnyoo,send back,திருப்பி அனுப்பு,カン,ゲン、かえ,形声 Phonetic,kan,-,還.gif
286,環,,玉,1981,17,7,2,"Tama, Oo",ring,வட்டம்,カン,たまき,形声 Phonetic,kan,-,環.gif
289,韓,,韋,2010,18,7,0,Nameshigawa,Korea,கொரியா,カン,から,会意 Com. Ideographic,kan,-,韓.gif
290,艦,,舟,1981,21,7,1,"Fune, Funehen",warship,போர்க்கப்பல்,カン,,形声 Phonetic,kan,-,艦.gif
291,鑑,,金,1981,23,7,1,"Kane, Kanehen",specimen,மாதிரி,カン、かんが-みる,かがみ,形声 Phonetic,kan,kanga(miru),鑑.gif
293,含,,口,1981,7,7,2,"Kuchi, Kuchihen",include,உள்ளடக்கு,ガン、ふく-む、ふく-める,ゴン,会意 Com. Ideographic,gan,"fuku(mu), fuku(meru)",含.gif
296,玩,,玉,2010,8,7,0,"Tama, Oo",trifle with,விளையாடு,ガン,,形声 Phonetic,gan,-,玩.gif
298,頑,,頁,1981,13,7,1,Oogai,stubborn,பிடிவாதம்,ガン,,形声 Phonetic,gan,-,頑.gif
301,企,,人,1981,6,7,1,"Hito, Ninben, Hitoyane",plan,திட்டம்,キ、くわだ-てる,,象形 Pictographic,ki,kuwada(teru),企.gif
302,伎,,人,2010,6,7,1,"Hito, Ninben, Hitoyane",deed,செயல்,キ,,形声 Phonetic,ki,-,伎.gif
306,岐,,山,1981,7,7,1,"Yama, Yamahen",branch off,பிரிந்து செல்,キ,,形声 Phonetic,ki,-,岐.gif
308,忌,,心,1981,7,7,1,"Kokoro, Risshinben, Shitagokoro",mourning,துக்கம்,キ、い-む、い-まわしい,,形声 Phonetic,ki,"i(mu), i(mawashii)",忌.gif
310,奇,,大,1981,8,7,1,Dai,strange,விசித்திரம்,キ,く,会意 Com. Ideographic,ki,-,奇.gif
